file,title,brand,model,generation,price_usd,market_price_usd,description,year,gearbox,engine_volume,engine_type,mileage,body,drive,color,power_hp,fuel_consumption
130622482.html,"Citroen C5 I, 2003 г., 2,0 л., бензин, механика, купить в Минске - цена 3450 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130622482",Citroen,C5,I,3450.0,3293.0,"автомобиль в достойном состоянии, ничего красить и варить не нужно, техническая часть полностью обслужена , салон чистый аккуратный, гидравлика работает во всех положениях , двигатель обычный не HPI. Не большой торг возможен только возле автомобиля.",2003.0,механика,2.0,бензин,265000.0,лифтбек,передний привод,синий,136.0,8.3
130622816.html,"Audi A4 B5, 1995 г., 1,6 л., бензин, механика, купить в Пинске - цена 3700 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130622816",Audi,A4,B5,3700.0,3179.0,"Продам свою Ауди А4 Долгое время была в одних рукахСостояние: заводится, едет хоть куда  Варить и красить ничего не нужно- недавно были переварены пороги, кузов снизу обработан, состояние кузова достойное для своих летМотор 1,6 ADP Простой, надежный неприхотливый, не подводил  едет бодро, расход смех недавно были поменяны ремни (ГРМ, на генератор) так же 2000км назад менялось масло со всеми фильтрами   Подвеска сбитая, в хорошем состоянии Тормоза тормозят, ручник работает, техосмотр проходит самаПродажа по ДКП, с учета сниму при продаже  На площадки не поставлю, торг небольшой только при осмотре  Пишите, звоните- покажу и расскажу подробнее про машину",1995.0,механика,1.6,бензин,306000.0,седан,передний привод,зелёный,101.0,7.5
130647174.html,"Hyundai Accent LC, 2000 г., 1,3 л., бензин, механика, купить в Минске - цена 1299 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130647174",Hyundai,Accent,LC,1299.0,1260.0,Hyundai Accent LC срочно на полном ходу. Кузов без дыр. Экономичный и дешёвый в обслуживании авто. Символический торг на переоформление по ДКП. У кого не хватает просьба не беспокоить.,2000.0,механика,1.3,бензин,309000.0,хэтчбек 5 дв.,передний привод,чёрный,75.0,6.4
130649913.html,"Volvo S60 II, 2012 г., 1,6 л., дизель, механика, купить в Минске - цена 13800 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130649913",Volvo,S60,II,13800.0,12334.0,"Продаётся Volvo s60 - R-Design.Без пробега по РБ. Автомобиль в идеальном состоянии.Кузов в прекрасном состоянии, без жуков, ржавчины и т.д. Самый красивый и стильный цвет Black Stone, насыщенный, яркий, без изъянов.Техническая часть в полном порядке, тормозная система новая, произведена замена тормозных дисков и колодок, качественные Brembo и TRX.Двигатель 1.6 eDrive, 8 клаппанный – с превосходной динамикой,  сухой, неприхотливый и надёжный с 6ст. МКПП очень экономичный. Всё работает.Салон и багажник, как новые, чистые и целые.Обивка сидений с редкой расцветкой в очень хорошем состоянии.Комплектация- двухзонный климат контроль - круиз контроль - city safety - передние и задние парктроники - стеклоподъемники - мульти-серво руль - мультимедиа с Bluetooth,  AUX - навигация - датчики дождя и света Работает всё!Возможны любые проверки. Помощников в продаже просьба не беспокоить.",2012.0,механика,1.6,дизель,233000.0,седан,передний привод,чёрный,115.0,4.3
130672090.html,"Citroen C5 I, 2002 г., 2,0 л., дизель, механика, купить в Минске - цена 3000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130672090",Citroen,C5,I,3000.0,3439.0,"Заводится едет , не когда не подводила еще , есть мелкие косяки , торг , остальное по телефону , стоянкам не беспокоить!!!",2002.0,механика,2.0,дизель,414000.0,лифтбек,передний привод,серый,107.0,5.6
130673384.html,"Volkswagen Golf V, 2008 г., 1,9 л., дизель, механика, купить в Могилеве - цена 6850 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130673384",Volkswagen,Golf,V,6850.0,6740.0,"Автомобиль в отличном состоянии для своих лет, по кузову без проблем, варить не надо, полностью обслужен , ремни поменены , сцепление без проблем, ошибок нет , кондиционер работает, ручник работает, стекла все целые , по всем вопросам звоните, торг",2008.0,механика,1.9,дизель,290000.0,универсал,передний привод,синий,105.0,5.2
130674114.html,"Honda Insight II, 2009 г., 1,3 л., бензин (гибрид), вариатор, купить в Минске - цена 6650 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130674114",Honda,Insight,II,6650.0,5887.0,"Очень надежный и экономичный автомобиль, средний расход до 4,5л в зависимости от манеры езды . По кузову отличное состояние в окраске и сварке не нуждается . ДВС работает отлично, замена масла каждые 8 тыс. Honda 0w20 . АКПП без проблем . По подвеске не стучит не гремит . По электрике нет ни каких вопросов, ошибок ни каких не горит . Система IMA 75% все модули в отличном состоянии нет ни каких расхождений по показателям. Кондиционер работает и холодит как положено, печка греет .Салон чистый и опрятный . Все критические места обработаны.  Техническая часть исправна полностью, клапана регулировались по регламенту. Свечи заменены, стекла все целые оригинальные в том числе и лобовое. Вложений не требует. Торг после осмотра автомобиля, авто-бизнесменам  не беспокоить.",2009.0,вариатор,1.3,бензин,219000.0,хэтчбек 5 дв.,передний привод,белый,102.0,4.4
130674202.html,"Chevrolet Trax II, 2023 г., 1,2 л., бензин, автомат, купить в Минске - цена 18950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130674202",Chevrolet,Trax,II,18950.0,20610.0,"Chevrolet Trax 1.2 АКПП FWDВ РБ с 01.2026г.-без ключевой доступ-автозапуск двигателя-подогрев руля-подогрев передних сидений-кожаный руль с мультимедийнным управлением-электро приборная панель-большой монитор -LED фары-заводская тонировка AS3- заменено масло в двигателе -заменено масло в АКППАвто обслужен и готов к эксплуатации, ни каких вложений не требует.Звоните, отвечу на все ваши вопросы.Готов показать на СТО.Разумный торг!",2023.0,автомат,1.2,бензин,46500.0,внедорожник 5 дв.,передний привод,белый,137.0,7.8
130676085.html,"Cadillac XT4 I, 2018 г., 2,0 л., бензин, автомат, купить в Бресте - цена 18500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676085",Cadillac,XT4,I,18500.0,23050.0,"В РБ 3 года, заменены все расходники 700КМ назад, снят с учета, отдаю с комплектом резины зима и лето.Чистый салон, оригинальный пробег. Срочная продажа в связи с переездом.",2018.0,автомат,2.0,бензин,111300.0,внедорожник 5 дв.,передний привод,бордовый,241.0,
130676229.html,"Toyota Yaris I (P1), 2001 г., 1,0 л., бензин, механика, купить в Бресте - цена 3100 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676229",Toyota,Yaris,I (P1),3100.0,2767.0,Продам машину так как уезжаю за границу. Все воспросы пишите в личку. Цена не окончательная,2001.0,механика,1.0,бензин,232862.0,хэтчбек 5 дв.,передний привод,жёлтый,68.0,5.7
130676318.html,"BMW 3 серия E46, 2001 г., 2,0 л., дизель, механика, купить в Минске - цена 3950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676318",BMW,3 серия,E46,3950.0,4460.0,"Продам е46,двс и МКПП без проблем,пороги и днище целые.кондиционер и ручник работает,есть Жучки по кузову.все вопросы по телефону.",2001.0,механика,2.0,дизель,341650.0,универсал,задний привод,другой,136.0,5.9
130676491.html,"Renault Laguna II, 2002 г., 1,9 л., дизель, механика, купить в Минске - цена 4000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676491",Renault,Laguna,II,4000.0,3479.0,"Капиталка двигателя 1500 т.км. назад - все сальники, кольца, вкладыши, прокладки, грм с помпой, масло с фильтрами, сайлентблоки подрамника и рычагов и т.д. новые, сделан развал), тогда же и заменена Кпп 6ст. (старая шумела на 3.4)соответственно новое сцепление ""LUK"", восстановлена турба, генератор и стартер. Заменен блок абс!  Подвеска практически вся новая.Кондей рабочий, но после сборки двигателя не заправлял. Тех осмотр до 16.03.2027.Из проблем: задние арки, ругается на передний датчик абс, трещина небольшая в углу лобового (на тех осмотр не повлияла).Машина на мне с 2019 года. Машину делал для себя, но пока была в ремонте было принято решение купить новую белорусского производства).",2002.0,механика,1.9,дизель,380000.0,универсал,передний привод,серебристый,120.0,5.6
130676511.html,"Peugeot 406 I · Рестайлинг, 2001 г., 1,8 л., бензин, механика, купить в Дзержинске - цена 3450 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676511",Peugeot,406,I · Рестайлинг,3450.0,2957.0,"Мотор 1.8 бензин 110 л/с. Комиссионным магазинам  и иным помощникам просьба не беспокоить!!! Все дополнительные интересующие вопросы сугубо по телефону!!!Предлагаю вашему вниманию комфортный автомобиль французкого производства от собственника. Кузов без явных признаков коррозии.  Арки, пороги, днище,капот, крылья, стаканы, лонжероны,ниша под запасным колесом не требуют сварочных работ. Автомобиль полностью окрашен и обработан. Двигатель обслужен согласно техническому регламенту. Подвеска без посторонних стуков, ручник держит. Салон в надлежащем состоянии. Оптика вся целая. Минимальный торг на оформление договора купли продажи!!!",2001.0,механика,1.8,бензин,350000.0,седан,передний привод,синий,110.0,7.7
130676616.html,"Peugeot 308 T9, 2016 г., 1,2 л., бензин, автомат, купить в Минске - цена 12250 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676616",Peugeot,308,T9,12250.0,11295.0,"Продам отличный автомобильБез пробега по РБ! Только из Франции!Комплектация Gt-lineОригинальный пробегКузов весь целый , ровный.Двигатель без нареканий.Акпп Aisin 6 ( полноценный автомат, не путайте с роботом)Салон чистый, аккуратный.Все остальные вопросы по телефону.Торг при осмотре",2016.0,автомат,1.2,бензин,118000.0,универсал,передний привод,чёрный,130.0,4.7
130676637.html,"Nissan Primera P12, 2004 г., 1,9 л., дизель, механика, купить в Минске - цена 4700 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676637",Nissan,Primera,P12,4700.0,3865.0,"Продаю авто, в отличном состоянии. В семье с 2011 года, оригинальный пробег, есть таможенные документы, авто полностью в родной краске, ржавчины и прочего нет, есть только несколько небольших сколов. В сварочных и покрасочных работах не нуждается. Электрика вся работает, рабочие климат и кондиционер. Двигатель-лучший в линейке, заводится всегда, работает отлично, экология не удалялась. 6мкпп, расход очень маленький. По подвеске нет абсолютно никаких нареканий, ручник рабочий. Салон в отличном состоянии, никогда не курили, не просижены сидения, пластик родной и как новый. Стоит хорошая резина, стекла все целые и родные. 2 ключа. Автомобиль досмотрен и никаких вложений не требует. Продаю, т.к. купили новый авто. Снял с учета для более удобной продажи.Торг.",2004.0,механика,1.9,дизель,278000.0,хэтчбек 5 дв.,передний привод,серый,120.0,5.7
130676836.html,"Opel Vectra B, 1996 г., 2,0 л., бензин, автомат, купить в Минске - цена 2350 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676836",Opel,Vectra,B,2350.0,1947.0,"Машина в хорошем досмотренном состоянии.     Мотор работает идеально ровно. Не дымит и не троит.     Коробка автомат, переключает максимально плавно. Вообще нет никаких пинков или рывков.      По кузову ровная.     Варить ничего не надо. Пороги в отличном состоянии. Днище тоже (фото приложил)   По машине никаких проблем нет, сел, завел и поехал.    Новая резина на гарантии, новый АКБ на гарантии. Пробег оригинальный.    Салон аккуратный. Если коротко говоря, хороший бюджетный автомобиль на автомате!    Вчера снял с учета на транзитные номера для более удобной продажи. Переоформление обязательно.     Посмотреть можно в любое время. Вин номер в идеальном состоянии.",1996.0,автомат,2.0,бензин,260000.0,седан,передний привод,зелёный,136.0,9.5
130676934.html,"Chevrolet Equinox III, 2021 г., 1,5 л., бензин, автомат, купить в Минске - цена 17800 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676934",Chevrolet,Equinox,III,17800.0,17296.0,"-Chevrolet Equinox 1.5 АКПП FWD-01.2026 пригнана в РБ -подогрев передних сидений/ вентиляция-подогрев задних сидений/ вентиляция-подогрев руля-память сидений-электро регулировка сидений водителя и пассажира-дистроник-адаптивный круиз контроль с полной остановкой-удержание в полосе-проекция на лобовое стекло-слепые зоны-кожаный руль с управлением мультимедиа-кожаный салон -без ключевой доступ -автозапуск двигателя-электро крышка багажника (открывание взмахом ноги)-противотуманные фары -LED задние фонари-заводская тонировка AS3-черный потолок-шторка багажника+коврик багажника-два комплекта ковриков в салон-хорошая летняя резина (2025 год)-датчики давления в шинах-большой мультимедийный экран-климат контроль ( заправлен )-без проводная зарядка-камера 360-парктроники-сделана русификация -отключен start/stopЗвоните, отвечу на ваши вопросы.Готов показать на СТО, автоподбор.Разумный торг!Если не доступен- писать в Viber/Telegram",2021.0,автомат,1.5,бензин,70000.0,внедорожник 5 дв.,передний привод,серый,170.0,8.4
130676960.html,"Volvo V70 III, 2012 г., 1,6 л., дизель, механика, купить в Минске - цена 13750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130676960",Volvo,V70,III,13750.0,12038.0,"Продам Volvo v70 R-Design. Без пробега по РБ, в идеальном состоянии. Специальная версия Black Edition.Кузов без жуков и ржавчины, снизу и все скрытые полости в отличном состоянии.Премиальный внешний вид, заводской антихром молдингов, насыщенный чёрный цвет (Onyx Black), завершённый спойлером крышки багажника.Техническая часть без проблем, обслужена, новые тормозные диски и колодки, ревизия суппортов. Самый надёжный (8кл.) дизельный двигатель и 6ст. МКПП. Всё работает. Динамика отличная.Пробег оригинальный, есть все сервисные документы.Салон в шикарном исполнении, настоящая кожа и вставки из шлифовонного алюминия, состояние превосходное, чистый, целый, без посторонних запахов. Функцианальный багажник большой и чистый, со шторкой и доп. нишами. Богатая комплектация с множеством различных опций • электро сиденье с памятью • двойные стеклопакеты (Tripleks)• обогревы задних сидений• электро багажник• передние и задние парктроники • Webasto • омыватель фар • активные фары с ксеноном• большая мультимедиа • AUX, Bluetooth • обогревы сидений • тонированная задняя полусфера (AS3)• датчики дождя и света • CitySafety• зеркало заднего вида с автозатемнением Шикарный внешний вид и безупречная шумоизоляция благодаря двойным стёклам, два ключа, оригинальный фаркоп Volvo. Помощников в продаже просьба не беспокоить!",2012.0,механика,1.6,дизель,257130.0,универсал,передний привод,чёрный,115.0,4.5
130677012.html,"Audi A6 C5, 1999 г., 1,9 л., дизель, механика, купить в Минске - цена 7750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130677012",Audi,A6,C5,7750.0,6919.0,"Машина для своих лет в идеальном состоянии. Была пригнана из Германии 2009 году и с тех пор в нашей семье. По кузову жуков ржавчины нет. Днище, пороги, внутрянки дверей в заводском идеальном состоянии. Двигатель AFN (110 л.с.), сухой, масло не ест. Подвеска новая. Новый аккумулятор, два комплекта колёс, 2 ключа. Целый, чистый ухоженный салон. Подогревы сидений, подогревы зеркал, стеклоподъемники, всё работает. Съёмный фаркоп. Защита двигателя. Хороший свет и т.д.. Больше информации расскажу по телефону. Автохаусам и посредникам не беспокоить. Звонить только заинтересованным. Торг.",1999.0,механика,1.9,дизель,380000.0,седан,передний привод,серебристый,110.0,5.7
130677129.html,"Volkswagen Passat B7, 2011 г., 1,6 л., дизель, механика, купить в Минске - цена 8900 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130677129",Volkswagen,Passat,B7,8900.0,10572.0,"Хорошая комплектация: подогрев передних сидений, кожаный салон, водительское сиденье электро, кондиционер. Нюансы по кузову. По технике обслужен. Торг. На стоянки не поставлю. Комплект зимней резины на железе и колпаки Volkswagen.  С 2014 года в РБ в одних руках, подробно с 2014 года велась книжка с записями обслуживания и ТО(последнее на 375000км), два ключа. Снята с суета 9 апреля 2026г. На 365000км полностью заменено сцепление на оригинальное.",2011.0,механика,1.6,дизель,375000.0,универсал,передний привод,серебристый,105.0,4.4
130687628.html,"Chrysler Pacifica I, 7 мест, 2004 г., 3,5 л., бензин, автомат, купить в Могилеве - цена 5900 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130687628",Chrysler,Pacifica,I,5900.0,3841.0,"Автомобиль в отлично состоянии!!!По кузову без проблем!!! Коробка и мотор в отличном состоянии!!! Заменены все жидкости, фильтра, Комплект ГРМ, Ремень генератора, насос гидроусилителя, (все документы на выполненные работы имеются! В автомобиле работает всё что должно работать, память сидений, электропривод, всё работает! Звоните, про автомобиль всё расскажу и покажу. Желающим могу отправить подробное видео. Есть торг!",2004.0,автомат,3.5,бензин,440000.0,внедорожник 5 дв.,передний привод,чёрный,253.0,
130691629.html,"Volkswagen Passat B3, 1989 г., 1,8 л., бензин, механика, купить в Минске - цена 2450 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130691629",Volkswagen,Passat,B3,2450.0,1357.0,"Живой пассат, днище целое обработано, стаканы целые, заменено лобовое стекло, новая зимняя резина, крышка багажника целая, мотор работает бес посторонних шумов, торг у капота, находится в минске",1989.0,механика,1.8,бензин,450000.0,универсал,передний привод,красный,90.0,8.5
130692160.html,"Hyundai Sonata DN · Рестайлинг, 2024 г., 2,5 л., бензин, автомат, купить в Могилеве - цена 31700 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692160",Hyundai,Sonata,DN · Рестайлинг,31700.0,,"Hyundai Sonata 2.5 бензин в родном окрасе, со 100% родным пробегом, состояние нового авто. В шикарной комплектации: полностью светящаяся моно-бровь спереди, кожаный салон, передние сидения с электро-регулировкой, обогрев и обдув сидений, память сидений, электро-регулировка зеркал заднего вида, круиз-контроль, Led-оптика, 2-зонный климат-контроль,  мульти-руль, без ключевой  доступ в авто, камера заднего вида, парктроники, беспроводная зарядка, управление пассажирского сиденья с места водителя,  навигационная система, система контроля за полосой движения, система распознавания дорожных знаков,  датчик света, диски 18 Радиуса, панорамная крыша, амбиентная подсветка салона и тд. Машина еще местами в заводских пленках. Есть возможность продать в кредит/лизинг. В автосалон не поставлю, можете не звонить.",2024.0,автомат,2.5,бензин,11928.0,седан,передний привод,белый,191.0,6.2
130692220.html,"Infiniti FX I · Рестайлинг, 2007 г., 4,5 л., бензин, автомат, купить в Минске - цена 12300 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692220",Infiniti,FX,I · Рестайлинг,12300.0,10330.0,"Infiniti FX45, 2007 | Technology PackageЖивой, ухоженный автомобиль с правильным мотором.Под капотом — V8 VK45DE: надёжный, тяговитый и с приятным звуком. Даёт именно те ощущения, которые ожидаешь от этой машины. Без ГБО — никакого газа и никаких вмешательств в топливную систему.Автоматическая коробка передач — комфортная и понятная в повседневной езде.Техника и доработки:4-поршневые тормоза Akebono (от более свежего поколения) — уверенное торможениеBi-LED модули в ближнем свете — отличная видимость ночьюАудио:Премиальная система Bose (11 динамиков + сабвуфер) — качественный звук.20-дюймовые чёрные колёса — отлично сочетаются с оранжевым цветом кузова, машина реально выделяетсяТёмная хромированная оптикаАлюминиевые элементы отделкиАвто сочетает комфорт, мощность и надёжность. Подойдёт тем, кто хочет не просто передвигаться, а получать удовольствие от вождения.Как говорится, если на машину оборачиваешься — значит, она «твоя». С ней это ощущение приходит быстро.Цена указана. Свои цены и «предложения» не интересуют. Торг у капота, по делу.Автосалонам просьба не беспокоить.",2007.0,автомат,4.5,бензин,270000.0,внедорожник 5 дв.,подключаемый полный привод,оранжевый,328.0,14.0
130692237.html,"Volkswagen Touran I · 2-й рестайлинг, 2014 г., 1,6 л., дизель, механика, купить в Столине - цена 14190 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692237",Volkswagen,Touran,I · 2-й рестайлинг,14190.0,13433.0,"Без пробега по рб. Авто только из Германии. Комплектация CUP.Модель 15г. Дата выпуска 04.11.2014. Г.Машина обслужена в Европе. Оригинальные пробег,  подтверждение доками.Кузов и салон в идеальном состоянии. Новые передние диски и  колодки в круг. Внешне  без сколов,царапин и гнили.Зимние шины с минимальным износом, на красивых литых дисках. LED оптика .Авто дальний свет.Авто парковка. Функция стартстоп. Круиз контроль.Климат контроль. Датчики света,дождя. Подогрев сидений .Автономный отопитель.Мульти руль. Итд.",2014.0,механика,1.6,дизель,267700.0,,передний привод,чёрный,105.0,4.6
130692289.html,"Kia Sportage III, 2012 г., 2,0 л., бензин, автомат, купить в Минске - цена 15200 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692289",Kia,Sportage,III,15200.0,12281.0,"Автохаусам, просьба, не беспокоить, машина на ходу и нам нужна на каждый день!Не бита! Все коцки и царапины уже подправили, так как за машиной следим.Редкая комплектация Limited edition c красивыми обвесами по кругу. Комплектация для комфортного авто: двухзонный климат, автосвет, автодождь, стеклоподъемники, все фары и даже светодиоды, мультимедия карплэй, везде проедет и вырулит(есть блокировка дифференциала) Прекрасное состояние: досмотрена и обслужена, на текущий момент покрашены диски, сделана химчистка, полировка авто, обслужена подвеска, а также поменяна коробка автомат на новую, все чеки предоставим будущему владельцу.Гильзовка двигателя на 150000.Машину любим и продавать не торопимся. Торг уместен.",2012.0,автомат,2.0,бензин,190600.0,внедорожник 5 дв.,постоянный полный привод,чёрный,150.0,8.2
130692331.html,"Opel Mokka I, 2014 г., 1,7 л., дизель, механика, купить в Гродно - цена 13490 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692331",Opel,Mokka,I,13490.0,11731.0,"Без пробега по РБ.Полностью родная краска вдоль кузова, оригинальные заводские стекла, включая лобовое, полная комплектация, оригинальный подтвержденный пробег, вся сервисная эксплуатация имеется в полном объеме, начало эксплуатации конец 14 года - декабрь месяц, практически авто 15 года. Очень богатый цвет, выглядит благородно с переливом в перламутр. Красивое литье. Два ключа.Не требует никаких вложений, состояние близко к идеальному с лучшим мотором в линейке для данного авто на полном приводе. Единственная в рб в таком комплекте. Реальному покупателю реальный торг.Возможна продажа в кредит или лизинг.Автохаусы просьба не беспокоить, спасибо.",2014.0,механика,1.7,дизель,187000.0,внедорожник 5 дв.,подключаемый полный привод,другой,130.0,
130692354.html,"Volkswagen Sharan I, 7 мест, 1999 г., 1,9 л., дизель, механика, купить в Минске - цена 4750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692354",Volkswagen,Sharan,I,4750.0,4742.0,"Двигатель 1.9tdi AFN 110лс, в отличном состоянии, масло не ест. ГРМ 20тыс назад, масла/фильтра 3 тыс.Кузов варить/красить не нужно, пороги домкратятся в любое место.Салон в отличном состоянии, потолок не висит, дверные карты хорошие, стеклоподъемники работают, две печки, вебасто, подогревы сидений, ц/з рабочий. Подвеска без нареканий, тормоза обслужены, ручник держит, оптика и стекла все целые, л/д R15, новый АКБ.Звоните, спрашивайте, у капота торг обязателен.",1999.0,механика,1.9,дизель,497500.0,другой,передний привод,другой,110.0,6.5
130692701.html,"Volkswagen Passat B4, 1995 г., 1,9 л., дизель, механика, купить в Пружанах - цена 2350 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692701",Volkswagen,Passat,B4,2350.0,2717.0,"Требует внимания лкп, более подробней по телефону. Переоформление по дкп. Торг уместен. Если не доступен звонить на вайбер, телеграм.",1995.0,механика,1.9,дизель,513887.0,универсал,передний привод,другой,90.0,5.4
130692922.html,"Lada (ВАЗ) Vesta Cross I, 2020 г., 1,6 л., бензин, механика, купить в Барановичах - цена 11500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130692922",Lada (ВАЗ),Vesta Cross,I,11500.0,11874.0,"Один владелец. Оригинальный маленький пробег.Только что сделали большое ТО заменили ГРМ, масла и фильтра.Кузов ровный,  ржавчины,  вмятин и царапин нет.Двигатель 1.6 бензин лучший в линейке. Подвеска без нареканий. Салон очень аккуратный.По электрике работает всё.",2020.0,механика,1.6,бензин,77000.0,универсал,передний привод,серебристый,106.0,7.5
130693281.html,"Hyundai Tucson I, 2009 г., 2,0 л., бензин, автомат, купить в Минске - цена 6750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130693281",Hyundai,Tucson,I,6750.0,,"Отличное Состояние Авто. Покупалась новой у оф. дилера Хёндэ АвтоГрад Минск. Безаварийное прошлое. Кузов в идеальном состоянии (без сколов, жуков, вмятин и царапин, Каждые 2-а---3-и года производится антикоррозийная обработка). Мотор работает идеально, сухой, экология на месте. Коробка так же обслужена (переключает идеально, без пинков и рывков). Сделано полное ТО ( заменены все масла и фильтра в моторе, колодки и диски в круг и т.д. (все только оригинал). Подвеска в идеальном состоянии. Салон как новый (в авто ни разу не курили). Все стекла и оптика целые и родные. Вся электрика работает (нет ни одной ошибки).Расход по городу 10л. на 100км., по трассе 7.5-8.0л. на 100км.Новый Аккумулятор. Новая Резина.4WD-Подключаемый полный привод.Богатая Комплектация: Комфортный Салон с Подогревом, Боковой поддержкой, Климат контроль. Кондиционер (заправлен, морозит). Мультимедиа с CD-MP3-AUX. Расширенная Акустика. Круиз-Контроль. Кожаный-Руль. Регулировка руля по высоте и вылету. Датчик света.  ESP. Лобовое стекло с полутоновым клином и подогревом. Сигнализации. 2-а ключа. Рейлинги на крыше. Фаркоп. Ветровики. Литые Диски. Противотуманки. Бортовой компьютер. Очень просторный салон и вместительный багажник и многое другое.За авто уверен, готов к любым вашим проверкам. Обоснованный торг возле авто.Продавать не спешу, за дёшево не отдам, перекупов просьба не беспокоить. На все остальные вопросы отвечу по телефону.",2009.0,автомат,2.0,бензин,254714.0,внедорожник 5 дв.,подключаемый полный привод,белый,142.0,9.0
130693769.html,"Mazda Premacy I, 1999 г., 2,0 л., дизель, механика, купить в Бресте - цена 3250 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130693769",Mazda,Premacy,I,3250.0,2513.0,"Авто в отличном состоянии. Кузов в хорошем состоянии, пороги, низа дверей, все целое.Салон чистый и ухоженный. По электрике все работает. Действующее ТО. Регулярное обслуживание на СТО.Отличный семейный вариант.Возможен торг.",1999.0,механика,2.0,дизель,429000.0,,передний привод,серебристый,101.0,6.3
130723780.html,"Dodge Intrepid II, 1999 г., 2,7 л., бензин, автомат, купить в Солигорске - цена 800 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №130723780",Dodge,Intrepid,II,800.0,1775.0,"Продаю машину, требуется замена прокладки(гбц),по кузову нюансы , коробка в отличном состоянии , подрамник новый , комплект резины лето б/у и зима новая ,салон в отличном состоянии ,круиз рабочий , кондиционер рабочий , печка рабочая ,подогрев заднего стекла рабочий ,подвеска в хорошем состоянии,продаю,так как купил новую и нету времени заниматься этой , торг , если не поднимаю , то на работе , перезвоню.",1999.0,автомат,2.7,бензин,340000.0,седан,передний привод,серый,200.0,9.8
