brand,model,year,mileage,engine_volume,engine_type,gearbox,drive,body,color,power_hp,fuel_consumption,price_usd,market_price_usd,description,nlp_engine_bad,nlp_engine_fixed,nlp_gearbox_bad,nlp_gearbox_fixed,nlp_body_bad,nlp_body_fixed,nlp_service_good,nlp_service_bad,nlp_storage_risk,nlp_taxi_risk,nlp_condition_score,nlp_repair_risk,defect_cost_mean_usd,defect_issue_probability_pct,defect_price_impact_pct,defect_model_risk_score,defect_generation_avg_cost_usd,defect_expected_cost_usd,defect_total_risk_score,price_gap
volkswagen,tiguan,2013.0,151000.0,1.4,бензин,механика,передний привод,внедорожник 5 дв.,серебристый,122.0,6.5,11700.0,12774.0,"оригинальный пробег, сервисная книжка 1,4 саха 122л. самый без проблемный двигатель, масло от замены до замены.масло и фильтра менялись каждые 7-8 тыс.из последнего заменены все пружины, новые подшипники, новый оригинальный тнвд, акб новый, стойки стабилизатора.кузов в родной краске, была косметика некоторых элементов. в дтп не был. чистый аккуратный салон, каркасные шторки задняя полусфера. техосмотр октябрь 2025гперекупщикам и автосалонам просьба не беспокоить. торг у капота",0,0,0,0,0,0,0,0,0,0,92,15,474.2857142857143,54.0,4.142857142857143,0.5400000000000001,697.1428571428571,256.1142857142857,0.012080571428571435,1074.0
peugeot,,2015.0,223000.0,1.6,дизель,механика,передний привод,внедорожник 5 дв.,серый,120.0,3.7,11000.0,11183.0,"пройден во франции техосмотр и обслуживание до 18.02.2027 года. заменены все расходники и грм .машина в родной краске, полностью технически обслужена .",0,0,0,0,0,0,1,0,0,0,95,10,180.625,27.125,4.625,0.39,320.0,48.99453125,0.004892671875,183.0
kia,sorento,2020.0,151000.0,2.2,дизель,робот,передний привод,внедорожник 5 дв.,серый,194.0,5.6,24900.0,27783.0,"приехала из кореи,отличное состояние как по кузову так и технически,шикарный салон,новая резина,без аварийное прошлое,кузов обработан и покрыт керамикой,торг у капота,стоянки не звоните.",0,0,0,0,0,0,0,0,0,0,95,5,198.33333333333334,31.0,5.111111111111111,0.375,257.5,61.483333333333334,0.005941666666666666,2883.0
ford,kuga,2016.0,148300.0,1.6,бензин,автомат,подключаемый полный привод,внедорожник 5 дв.,чёрный,150.0,7.7,13498.0,14037.0,"в цене есть ндс 20% !машина в отличном состоянии. своевременное обслуживание на сто (есть все документы). сигнализация с дистанционным запуском. новая акб. новая запаска. в салоне не курили. двигатель работает ровно. акпп переключает без щелчков и рывков. кузов не ржавый. один комплект зимней резины стоит на машине. на площадку не поставлю, обмен не интересует.",0,0,0,0,0,0,0,0,0,0,95,10,215.41666666666666,26.916666666666668,4.625,0.39999999999999997,383.3333333333333,57.98298611111111,0.004979583333333332,539.0
kia,rio,2019.0,85537.0,1.6,бензин,механика,передний привод,седан,чёрный,123.0,6.0,13950.0,12191.0,"автомобиль приобретался новым в автосалоне в витебске 19.12.2019 г, я единственный владелец, установлено итальянское гбо 4-го поколения, по причине частых поездок в рф и ес, 90% пробега по трассе, чехлы установил при покупке авто в салоне (сидения как новые), заменена штатная аудиосистема, тонированные стёкла, фары в бронеплёнке, литые диски, два комплекта шин pirelli (лето/зима), авто в идеальном состоянии, полностью обслужен и досмотрен, ухоженный салон, вложений не требует, торг только при осмотре, автохаусам не звонить и не слать смс, мессенджеры на этом же номере, пишите/звоните, всё расскажу и покажу.",0,0,0,0,0,0,1,0,0,0,95,10,148.33333333333334,31.333333333333332,5.0,0.35000000000000003,197.5,46.477777777777774,0.005483333333333333,-1759.0
citroen,c5 aircross,2021.0,196000.0,1.5,дизель,автомат,передний привод,внедорожник 5 дв.,чёрный,131.0,4.0,19950.0,18254.0,"только из европы.стоит цепь 8 мм!  заменен комплект грм, новые тормозные диски и колодки. shine plus комплектация!новая летняя резина. идеальное состояние. оригинальный пробег. 100% в родной краске.  камеры 360 градусов, комбинированный салон с электроприводом, подогрев сидений, адаптивный круиз-контроль, электропривод багажника, full led оптика с автоматическим дальним светом фар, дистроник, бесключевой доступ, тонировка as3, удержание в полосе, слежение за полосой, приборная панель i-cockpit, алюминиевые накладки на педали, выбор режимов езды, система старт-стоп, считывание дорожных знаков, датчики парковки, ассистент парковки, электрозеркала, слепые зоны на зеркалах, полный эл. пакет, электроручник,  android auto и applecarplay, стоит отличная музыка.возможна продажа в кредит либо лизинг!",0,0,0,0,0,0,0,0,0,0,95,10,264.375,24.125,5.125,0.43,340.0,63.78046875,0.005316546874999999,-1696.0
bmw,5 серия,1996.0,564312.0,2.5,бензин,механика,задний привод,седан,чёрный,170.0,9.4,4100.0,3873.0,"основнуе проблемы: требуется ремонт кузова (багажник, задняя правая арка, права и передняя дверь) на фото видно. после зимы пошли небольшие рыжики по дверям. машиной владею год. за год сделал много чего по техничке, до кузова руки не дошли (не хватает времени из-за работы). мотор и коробка без проблем (только заменить маслонанос, уже слабовато работает). остальное расскажу по телефону.торг.",0,0,0,0,0,0,0,0,0,0,35,75,258.0,31.5,4.2,0.5349999999999999,402.0,81.27,0.007078049999999999,-227.0
bmw,x6,2011.0,134600.0,3.0,бензин,автомат,постоянный полный привод,внедорожник 5 дв.,белый,306.0,10.1,20200.0,18814.0,"продается bmw e71. автомобиль в отличном состоянии с оригинальным пробегом 134600. в заводской лкп (проверено прибором, есть фото). комфортный салон с ломающимися сиденьями в отличном состоянии. доводчики дверей, электро багажник, камеры, люк, hi-fi музыка. два комплекта ключей.подробности по телефону.",0,0,0,0,0,0,0,0,0,0,85,20,900.0,35.0,8.333333333333334,0.6,775.0,315.0,0.017499999999999998,-1386.0
mazda,2,2009.0,230000.0,1.5,бензин,механика,передний привод,хэтчбек 5 дв.,зелёный,103.0,5.9,5000.0,5392.0,"авто полностью обслужен, обслуживался на сервисе.по мотору и ходовой части вопрос нет. вся электрика и кондиционер в рабочем состоянии. пройден техосмотр. машина на ходу. отдам комплект летней резины. торг",0,0,0,0,0,0,1,0,0,0,95,10,294.2857142857143,40.285714285714285,3.857142857142857,0.45000000000000007,418.57142857142856,118.55510204081632,0.0069924489795918365,392.0
peugeot,408,2013.0,376520.0,1.6,дизель,механика,передний привод,седан,другой,114.0,5.0,5999.0,7031.0,"в начале зимы замены передние тяги стабилизатора, шаровые опоры, 10000 км. назад заменено: грм, помпа, антифриз и масло в коробке. 1000 км. назад заменено масло и масляный фильтр. в прошлом году осуществлена переборка генератора, заменены передние тормозные колодки +заменены все пыльники и направлялки на передних суппортах. торг! кредит, лизинг.",0,0,0,0,0,0,0,0,0,0,85,15,161.25,28.75,4.5625,0.37,290.0,46.35937499999999,0.004853359375,1032.0
nissan,note,2012.0,208000.0,1.6,бензин,автомат,передний привод,хэтчбек 5 дв.,красный,110.0,6.8,7450.0,6268.0,"авто покупалось новым в салоне в феврале 2013 года, один хозяин. 2 тыс назад менялось масло все фильтра и свечи, установлены  иридиевые. авто не было в дтп и ни разу не красилось. автомат обычный гидротрансформатор переключает плавно , масло двигатель не ест. самый простой и надежный двигатель. из нюансов, требуется косметический ремонт кузова, присутствуют очаги коррозии, требуется перетяжка боковины водительского сидения.",0,0,0,0,0,0,0,0,0,0,78,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.0
bmw,3 серия,2000.0,545000.0,2.0,дизель,автомат,задний привод,универсал,чёрный,136.0,7.1,4500.0,5297.0,"продаю сваю машину бмв е46 универсал 2.0 дизель автомат!! по подвеске , тормозам, салону проблем нету , но есть нюансы по внешнему виду и по кузову. на ходу каждый день! на дальние расстояние ездит беспроблем минск , сморгонь витебск . также по городу без проблем.машина не новая , но и не ушатаная цена соответствует действительности. реальному покупателю торг у капота просьба не писать глупые сообщения по типу заберу за  2500 ,  .новые запчасти, бу запчасти всё отдам с машиной , есть соответствующая документация по ремонту. посмотреть можно в любой день! масло и фильтра менялись . машина не на транзитах, но переоформить можем в любой день.реальному покупателю хороший торг.",0,0,0,0,0,0,0,0,0,0,75,30,286.25,33.75,4.75,0.54375,387.5,96.609375,0.0087169921875,797.0
ford,escape,2024.0,69900.0,1.5,бензин,автомат,подключаемый полный привод,внедорожник 5 дв.,серый,180.0,8.4,16950.0,21907.0,"полный привод awd.подогрев руля - сидений - зеркал, электро багажник. ничего делать не надо. замена масла и фильтров 500 км назад. - полный ключ с автозапуском и бесключевым доступом- фары светодиодные + авто дальний свет- раздельный климат-контроль- электро крышка багажника + кнопка открытия на ключе- водительское сидение с электро регулировками- датчики мёртвых зон в зеркалах - круиз-контроль - android auto и carplay по воздуху, без проводов + bluetooth - удержание в полосе и подруливаниерезина почти новая, ошибок нет, всё обслужено. сел и поехал.причина продажи - куплен уже другой автомобиль.в салоны не ставлю, машина на учёте в минске. переоформление через гаи.",0,0,0,0,0,0,1,0,0,0,95,10,205.0,26.5,4.625,0.42,360.0,54.325,0.005147624999999999,4957.0
bmw,5 серия,2022.0,92975.0,2.0,бензин,автомат,задний привод,седан,серый,184.0,5.5,39400.0,40897.0,"автомобиль из южной кореи. (не китай и не америка) без дтп и без окрасов. есть фото и видео с осмотра в корее. компьютерная диагностика в электронном виде. отправлю в мессенджер.для осмотра находится в г. минске.• 2022 год выпуска и в техпаспорте.• автомобиль без пробега по рб. • любые проверки приветствуются.• возможность оформить кредит, лизинг.• m-paket • 2 ключа (один обычный, второй с дисплеем) и карта-ключ(белая карта на фото, тоже открывает и заводит автомобиль)• автозапуск с ключа.• память сидений и зеркал (на каждый ключ 2 положения запоминает,. очень удобно например у девушки один ключ n1, у парня другой ключ n2, и при открывании одним из них,  сиденье принимает положение открываемого ключа и зеркала тоже перестраиваются.• 2 видеорегистратора bmw  перед/задний.• панель и дверные карты прошиты кожей.• чёрный потолок.• спортивные тормоза м.• apple carplay и androidauto• комфортный доступ без ключа.• дожим ремней безопасности после пристёгивания.• led adaptive фары с автодальним.• head up дисплей на лобовое стекло.• подогрев передних сидений.• подогрев задних сидений.• подогрев руля.• люк на 2 положения + внутренняя шторка люка.• автоматическая парковка.• адаптивный круиз контроль.• удержание в полосе. (руль вибрирует и возвращает в полосу. эти опции можно вообще отключить, либо оставить ту которая устраивает).• внутреннее и наружное зеркало с авто затемнением.• электро багажник (открывается из салона, или с ключа или с помощью маха ноги).• активная защита пешеходов.• дополнительная защита кузова.• торг уместен.салоны просьба не беспокоить.обмен не интересует.",0,0,0,0,0,0,0,0,0,0,95,10,325.0,25.0,3.75,0.55,600.0,81.25,0.00515625,1497.0
bmw,3 серия,2001.0,300000.0,2.5,бензин,механика,подключаемый полный привод,седан,серый,186.0,10.7,5950.0,4690.0,"владею автомобилем 2 года, за которые по машине проделано немало работы от технической части(при желании расскажу по телефону), до кузовных работ(переварка кузовных элементов и полный окрас автомобиля с проемами).машина обслуживалась нормально(то каждые 5-7 тыс. км, все неисправности старался исправлять вовремя нормальными запчастями), в дороге никогда не подводила, и ни в коем разе не колхозилась кривыми руками.ручник рабочий, кондиционер восстановлен, работает исправно, отличная штатная музыка.разумеется машина не идеал, мелкие нюансы имеются, но легко исправимые. из приятных бонусов к машине прилагаются:новый акб, диски 68-ого стиля на хорошей летней резине, действующий техосмотр до июня 2026 года, мелкие плюшки, которые скопились за время владения автомобилем. пишите(телеграм, вайбер), звоните.",0,0,0,0,0,0,0,0,0,0,85,15,334.0,31.0,4.8,0.54,410.0,103.54,0.008035200000000001,-1260.0
dodge,caliber,2006.0,360000.0,2.0,бензин,вариатор,передний привод,хэтчбек 5 дв.,оранжевый,156.0,8.1,4500.0,4838.0,"продаётся надёжный, удобный высокий автомобиль. за время владения (более 4 лет) много чего заменено, из последенего: передние тормозные колодки, протачивались задние тормозные барабаны, 2 датчика абс, передние ступичные подшипники , 150 км назад менялось масло и фильтра, также датчик давления масла. авто не новое, имеются небольшие возрастные нюансы, к продаже не готовил, продаю как есть. площадки просьба не беспокоить, авто каждый день эксплуатируется. с продажей не тороплюсь. реальному покупателю торг. обмен на дизельный универсал или минивен.",0,0,0,0,0,0,0,0,0,0,78,35,280.0,26.625,5.75,0.48,380.0,74.55,0.0073485,338.0
mercedes-benz,c-класс,2019.0,212000.0,1.6,дизель,автомат,задний привод,универсал,серый,160.0,4.2,24800.0,22448.0,"рестайлинг продажа 03.02.2020, пригнан из германии, один хозяин, в рб 1 год, история обслуживания, amg пакет, проекция, цифровая приборная панель, фары multibeam led, подрулевый лепестки , черный потолок, стекло as3, металические накладки на педали ,   два комплекта шин с дисками, лето r19 разноширокие, зима r17, парктроники 360 , дистроник, адаптивный ассистент торможения, камера заднего вида, card play, амбиентная подсветка салона, shadow line, фаркоп , электро-багажник, подогрев сидений, электро-сиденье,  два ключа, полка багажника с сеткой. в идеальном  состоянии",0,0,0,0,0,0,0,0,0,0,95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2352.0
citroen,c5 aircross,2021.0,152500.0,1.5,дизель,автомат,передний привод,внедорожник 5 дв.,серебристый,131.0,4.0,17890.0,18254.0,"автосалоны просьба не беспокоить!вчера пригнан из европы!в продаже citroen c5 aircrossдата производства 2021цепь 8 мм!( произведено большое обслуживание в европе,+ замена грм,обслужены тормоза)отличное техническое состояние, родной пробег ,родная краска.машина полностью соответствует своим характеристикам и обслужена.авто с аукционаотличная  комплектация shineоптика full led кожаный салон электро сиденье,массаж подогревы сидений бесключевой доступ камера заднего видамёртвые зоны 2 ключасистема start/stopавтоматический ближний-дальный светчтение дорожных знаковудержание в полосенавигация gpscarplay (apple carplay)/androidautoдатчик света и дождяассистент усталости водителяи многое другоеотличная резина любые проверки приветсвуются,автоподбор в том числепросьба,кому дорого пройти мимо,свои цены оставьте при себе,всем всего доброго)торг на дорогу хорошим людям",0,0,0,0,0,0,1,0,0,0,95,10,264.375,24.125,5.125,0.43,340.0,63.78046875,0.005316546874999999,364.0
renault,sandero,2017.0,385450.0,1.6,бензин,механика,передний привод,хэтчбек 5 дв.,белый,82.0,7.2,5800.0,8047.0,"автомобиль на ходу, всё работает,ни разу не крашен, недавно меняли грм и сцепление,подвеска в идеальном состоянии. срочно!!!",0,0,0,0,0,0,0,0,0,0,95,10,397.14285714285717,49.0,4.142857142857143,0.5099999999999998,583.5714285714286,194.6,0.010352999999999996,2247.0
bmw,x5,2007.0,200000.0,4.8,бензин,автомат,постоянный полный привод,внедорожник 5 дв.,чёрный,355.0,12.0,9800.0,14008.0,"рассмотрю обмен!bmw e70 4.8.в полной комплектации.читаем внимательно!автомобиль сейчас нуждается в обслуживании. поменять свечки, катушки, масла и тд. сейчас подтраивает. обмен или продажа актуальна несколько дней, далее поедет на полное обслуживание и цена будет выше.внешний вид хороший. кузов ровный.диски r20.автомобиль на российской регистрации.документы все в наличии. страховка.",0,0,0,0,0,0,0,0,0,0,65,75,650.0,33.333333333333336,6.666666666666667,0.65,875.0,216.66666666666669,0.014444444444444446,4208.0
bmw,x5,2007.0,365000.0,3.0,дизель,автомат,постоянный полный привод,внедорожник 5 дв.,чёрный,235.0,8.2,18500.0,17671.0,"продам машину в хорошем состоянии .обслуживание всегда по регламенту !есть air отчет от диллера, что авто обслуживалось до 338.000 на дилерском центре!автомобиль с родным подтвержденным пробегом 365.000 км.хорошее состояние автомобиля, с родным пробегом, экологией, родными стёклами и ровным кузовом и в родном окрасе.автомобиль имеет 1 косметический окрас,стёкла все оригинальные (заводские) , включая лобовое.все заглушки, защиты, клипсы на арках, софт-тачи (покрытие пластика в салоне) заводские оригинальные !нанесено 2 слоя керамики !вмешательств , доработок , чип- тюнингов - не производилось, полностью заводской автомобиль !мотор самый надежный с одной турбиной - 3.0d (235 л.с.) м57.полностью сухой без подтеков.как внешне , так и технически автомобиль вложений не требует и в отличном состоянии, соответствующему своему пробегу ! салон чистый, аккуратный, не засиженный,  с богатой заводской комплектацией : кожаный салон, ломающиеся спинки, подогревы передних сидений , полный мульти руль и управлением мультимедиа ,, мультимедийная система cic с большим экраном и сом box, топовая для этого авто ,рабочая  navi, парктроники задние, передние,бесключевой доступ, черный потолок , панорама, фаркоп, usb, aux, navi, bluetooth и т.д. два комплекта резины: зима , лето.стека в багажник.два комплекта ключей.пакет документов.оригинальный фаркоп.по договоренности!!новый  аккумулятор.электро ручник, кондиционер и все полостью кнопки, функции - исправны!любые проверки !все вопросы по телефону !автосалоны - не звонить",0,0,0,0,0,0,0,0,0,0,92,15,650.0,33.333333333333336,6.666666666666667,0.65,875.0,216.66666666666669,0.014444444444444446,-829.0
opel,astra,2005.0,300000.0,1.7,дизель,механика,передний привод,универсал,серый,100.0,5.1,5800.0,4675.0,авто в отличном состоянии. ничего варить и красить не нужно. по технической части без вопросов.  отличная резина. надежный 1.7 двигатель. торг только у авто.,0,0,0,0,0,0,0,0,0,0,95,5,440.4761904761905,49.333333333333336,4.142857142857143,0.5266666666666667,644.2857142857143,217.30158730158732,0.010764063492063495,-1125.0
bmw,5 серия,2000.0,370000.0,2.9,дизель,автомат,задний привод,седан,чёрный,193.0,7.3,7800.0,6269.0,"автомобиль в отличном состоянии!кузов в хорошем состоянии, жуков нет, днище , двери, пороги поддомкаратники , всё целое по мотору проблем нет, тянет  хорошо ,форсунки  после проверки ,масло от замены до замены.акпп без проблем,листает как положенопо электрике ошибок нет.чёрный салон, все электро регулировки работают, электро рулевая  колонка, чёрный потолок.торг уместен",0,0,0,0,0,0,0,0,0,0,90,10,273.0,31.0,4.3,0.5349999999999999,379.5,84.63,0.007131549999999998,-1531.0
nissan,almera,1995.0,380000.0,1.6,бензин,механика,передний привод,седан,красный,90.0,8.8,388.0,1175.0,все вопросы по телефону.,0,0,0,0,0,0,0,0,0,0,50,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0
bmw,x5,2002.0,350000.0,2.9,дизель,автомат,постоянный полный привод,внедорожник 5 дв.,чёрный,184.0,9.7,11500.0,10711.0,хорошее состояние. вложении не требуется. кузов без жуков. черный на черном. в обвесе. рассмотрю варианты обмена с доплатой. авто площадкам не беспокоить.,0,0,0,0,0,0,0,0,0,0,85,20,650.0,33.57142857142857,7.285714285714286,0.6285714285714287,671.4285714285714,218.2142857142857,0.015374344023323617,-789.0
hyundai,santa fe,2022.0,133000.0,2.2,дизель,робот,передний привод,внедорожник 5 дв.,серый,202.0,5.6,27290.0,30882.0,"из кореи, растоможена в беларуси не киргизия , 08.2022г.в, руссифицированное меню, 100% оригинальный пробег, два ключа. автободбор приветствуется. торг уместен. все вопросы по телефону. на комиссию не поставлю.",0,0,0,0,0,0,0,0,0,0,85,20,206.11111111111111,30.666666666666668,5.111111111111111,0.38,260.0,63.207407407407416,0.005956148148148148,3592.0
renault,sandero stepway,2018.0,174000.0,1.6,бензин,механика,передний привод,хэтчбек 5 дв.,красный,113.0,6.9,9950.0,9992.0,"покупалась новой в минске! оригинальный пробег! в дтп не участвовала! ездила девушка! кузов ровный, ржавчины нет! аккуратный салон! мотор 1.6-113л.сил (ниссан), полностью обслужен! максимальная комплектация! всё работает! ошибок никаких не горит! снята с учёта! возможна продажа в лизинг! торг только возле капота",0,0,0,0,0,0,1,0,0,0,95,10,427.6190476190476,50.0,4.142857142857143,0.5199999999999998,628.5714285714286,213.8095238095238,0.010771428571428569,42.0
peugeot,508,2019.0,268000.0,1.5,дизель,автомат,передний привод,лифтбек,зелёный,130.0,3.7,17250.0,17682.0,"проходная на рф. таможенный приходный ордер и пассажирская таможенная декларация на руках. дополнительно растормаживать в рф не требуется.автомобиль в отличном техническом состоянии. полностью обслужен, не требует вложений.оригинальный, не скрученный пробег — в отличие от 90% машин на сайте с ""100 000 км"". есть подтверждающие документы, инвойс, сервисная история — всё на руках. зелёно-серый металлик — очень редкий и эффектный цвет!пригнан в 10.2022.сразу после пригона на 196 000 км:• заменена цепь и комплект грм (оригинал psa) - хватит минимум на еще 100000км и сэкономит ваши 1500 долларов при покупке свежепригнанного авто.• заменены помпа, ролики, ремни, антифризтехническое обслуживание каждые 8–9 тыс. км.двигатель, коробка, подвеска, кузов и салон — без нареканий. авто ухоженный, эксплуатировался аккуратно.очень жирная комплектация:• ассистенты движения (удержание в полосе, предотвращение столкновений)• камера 360°• apple carplay / android auto• контроль мёртвых зон• заводская навигация (обновление 2025)• бесключевой доступ на все двери• натуральная кожа, заводская тонировка• большой мультимедиа-экран• 2 ключаотличная зимняя резина.машина находится в 130км от г. смоленска в г. кричев могилевской области. готов показать в любое время. автосолоны прошу не тратить свое и мое время. спасибо.",0,0,0,0,0,0,1,0,0,0,95,10,203.75,26.625,4.625,0.41000000000000003,350.0,54.248437499999994,0.005048765625,432.0
lexus,ls,2007.0,370000.0,4.6,бензин,автомат,задний привод,седан,белый,380.0,11.1,8950.0,10963.0,"продам настоящий японский премиум седан lexus ls460l ottoman! максимальная комплектация без пневмо по заводу!!! в машине все работает, включая массажи, продувки всех сидений, подогрев всех сидений, кондиционер, дистроник и т.д. мотор работает отлично, акпп 8 ступенчатая без вопросов, подвеска не гремит, по кузову есть мелкие моментики. едет очень бодро!) никаких ошибок не горит! торг небольшой у авто!",0,0,0,0,0,0,0,0,0,0,92,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
citroen,c5,2003.0,265000.0,2.0,бензин,механика,передний привод,лифтбек,синий,136.0,8.3,3450.0,3293.0,"автомобиль в достойном состоянии, ничего красить и варить не нужно, техническая часть полностью обслужена , салон чистый аккуратный, гидравлика работает во всех положениях , двигатель обычный не hpi. не большой торг возможен только возле автомобиля.",0,0,0,0,0,0,1,0,0,0,85,15,236.25,24.75,5.5,0.55,480.0,58.471875,0.0074868750000000005,-157.0
audi,a4,1995.0,306000.0,1.6,бензин,механика,передний привод,седан,зелёный,101.0,7.5,3700.0,3179.0,"продам свою ауди а4 долгое время была в одних рукахсостояние: заводится, едет хоть куда  варить и красить ничего не нужно- недавно были переварены пороги, кузов снизу обработан, состояние кузова достойное для своих летмотор 1,6 adp простой, надежный неприхотливый, не подводил  едет бодро, расход смех недавно были поменяны ремни (грм, на генератор) так же 2000км назад менялось масло со всеми фильтрами   подвеска сбитая, в хорошем состоянии тормоза тормозят, ручник работает, техосмотр проходит самапродажа по дкп, с учета сниму при продаже  на площадки не поставлю, торг небольшой только при осмотре  пишите, звоните- покажу и расскажу подробнее про машину",0,0,0,0,0,1,0,0,0,0,85,15,438.8888888888889,30.0,5.666666666666667,0.5277777777777778,394.44444444444446,131.66666666666666,0.008972222222222223,-521.0
hyundai,accent,2000.0,309000.0,1.3,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,75.0,6.4,1299.0,1260.0,hyundai accent lc срочно на полном ходу. кузов без дыр. экономичный и дешёвый в обслуживании авто. символический торг на переоформление по дкп. у кого не хватает просьба не беспокоить.,0,0,0,0,0,0,0,0,0,0,85,20,97.1875,33.125,4.5625,0.30000000000000004,150.0,32.193359375,0.004533984375,-39.0
volvo,s60,2012.0,233000.0,1.6,дизель,механика,передний привод,седан,чёрный,115.0,4.3,13800.0,12334.0,"продаётся volvo s60 - r-design.без пробега по рб. автомобиль в идеальном состоянии.кузов в прекрасном состоянии, без жуков, ржавчины и т.д. самый красивый и стильный цвет black stone, насыщенный, яркий, без изъянов.техническая часть в полном порядке, тормозная система новая, произведена замена тормозных дисков и колодок, качественные brembo и trx.двигатель 1.6 edrive, 8 клаппанный – с превосходной динамикой,  сухой, неприхотливый и надёжный с 6ст. мкпп очень экономичный. всё работает.салон и багажник, как новые, чистые и целые.обивка сидений с редкой расцветкой в очень хорошем состоянии.комплектация- двухзонный климат контроль - круиз контроль - city safety - передние и задние парктроники - стеклоподъемники - мульти-серво руль - мультимедиа с bluetooth,  aux - навигация - датчики дождя и света работает всё!возможны любые проверки. помощников в продаже просьба не беспокоить.",0,0,0,0,0,0,0,0,0,0,95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1466.0
citroen,c5,2002.0,414000.0,2.0,дизель,механика,передний привод,лифтбек,серый,107.0,5.6,3000.0,3439.0,"заводится едет , не когда не подводила еще , есть мелкие косяки , торг , остальное по телефону , стоянкам не беспокоить!!!",0,0,0,0,0,0,0,0,0,0,75,30,236.25,24.75,5.5,0.55,480.0,58.471875,0.0074868750000000005,439.0
volkswagen,golf,2008.0,290000.0,1.9,дизель,механика,передний привод,универсал,синий,105.0,5.2,6850.0,6740.0,"автомобиль в отличном состоянии для своих лет, по кузову без проблем, варить не надо, полностью обслужен , ремни поменены , сцепление без проблем, ошибок нет , кондиционер работает, ручник работает, стекла все целые , по всем вопросам звоните, торг",0,0,0,0,0,0,1,0,0,0,95,10,490.0,54.285714285714285,4.142857142857143,0.5433333333333334,724.7619047619048,266.0,0.012219455782312929,-110.0
honda,insight,2009.0,219000.0,1.3,бензин,вариатор,передний привод,хэтчбек 5 дв.,белый,102.0,4.4,6650.0,5887.0,"очень надежный и экономичный автомобиль, средний расход до 4,5л в зависимости от манеры езды . по кузову отличное состояние в окраске и сварке не нуждается . двс работает отлично, замена масла каждые 8 тыс. honda 0w20 . акпп без проблем . по подвеске не стучит не гремит . по электрике нет ни каких вопросов, ошибок ни каких не горит . система ima 75% все модули в отличном состоянии нет ни каких расхождений по показателям. кондиционер работает и холодит как положено, печка греет .салон чистый и опрятный . все критические места обработаны.  техническая часть исправна полностью, клапана регулировались по регламенту. свечи заменены, стекла все целые оригинальные в том числе и лобовое. вложений не требует. торг после осмотра автомобиля, авто-бизнесменам  не беспокоить.",0,0,0,0,0,0,0,0,0,0,95,10,148.125,31.5,4.875,0.31,165.0,46.659375,0.0047604375,-763.0
chevrolet,trax,2023.0,46500.0,1.2,бензин,автомат,передний привод,внедорожник 5 дв.,белый,137.0,7.8,18950.0,20610.0,"chevrolet trax 1.2 акпп fwdв рб с 01.2026г.-без ключевой доступ-автозапуск двигателя-подогрев руля-подогрев передних сидений-кожаный руль с мультимедийнным управлением-электро приборная панель-большой монитор -led фары-заводская тонировка as3- заменено масло в двигателе -заменено масло в акппавто обслужен и готов к эксплуатации, ни каких вложений не требует.звоните, отвечу на все ваши вопросы.готов показать на сто.разумный торг!",0,0,0,0,0,0,1,0,0,0,85,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0
toyota,yaris,2001.0,232862.0,1.0,бензин,механика,передний привод,хэтчбек 5 дв.,жёлтый,68.0,5.7,3100.0,2767.0,продам машину так как уезжаю за границу. все воспросы пишите в личку. цена не окончательная,0,0,0,0,0,0,0,0,0,0,60,70,414.2857142857143,49.714285714285715,4.142857142857143,0.5100000000000001,610.7142857142857,205.9591836734694,0.010503918367346944,-333.0
bmw,3 серия,2001.0,341650.0,2.0,дизель,механика,задний привод,универсал,другой,136.0,5.9,3950.0,4460.0,"продам е46,двс и мкпп без проблем,пороги и днище целые.кондиционер и ручник работает,есть жучки по кузову.все вопросы по телефону.",0,0,0,0,0,0,0,0,0,0,75,20,334.0,31.0,4.8,0.54,410.0,103.54,0.008035200000000001,510.0
renault,laguna,2002.0,380000.0,1.9,дизель,механика,передний привод,универсал,серебристый,120.0,5.6,4000.0,3479.0,"капиталка двигателя 1500 т.км. назад - все сальники, кольца, вкладыши, прокладки, грм с помпой, масло с фильтрами, сайлентблоки подрамника и рычагов и т.д. новые, сделан развал), тогда же и заменена кпп 6ст. (старая шумела на 3.4)соответственно новое сцепление ""luk"", восстановлена турба, генератор и стартер. заменен блок абс!  подвеска практически вся новая.кондей рабочий, но после сборки двигателя не заправлял. тех осмотр до 16.03.2027.из проблем: задние арки, ругается на передний датчик абс, трещина небольшая в углу лобового (на тех осмотр не повлияла).машина на мне с 2019 года. машину делал для себя, но пока была в ремонте было принято решение купить новую белорусского производства).",0,0,0,0,0,0,0,0,0,0,92,25,390.0,48.0,4.142857142857143,0.5099999999999999,571.4285714285714,187.2,0.010141714285714285,-521.0
